RedniBroj,Takson,Brojnost,Pokrovnost,Spratovnost,Broj_snimka,pokrovnost_snimka_po_zonama,Datum,Lokalitet,Vlažnost_Kojić1997,Kiselost_Kojić1997,Azot_Kojić1997,Svetlost_Kojić1997,Temperatura_Kojić1997,sintaksonomski element,LIGHT_Tichy_etal2023,TEMPERATURE_Tichy_etal2023,MOISTURE_Tichy_etal2023,REACTION_Tichy_etal2023,NUTRIENTS_Tichy_etal2023,SALINITY_Tichy_etal2023
319,Cerastium glomeratum (/brachypetalum),2,2,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),3,3,3,4,3,"7,711 - Sveza Polygono-Chenopodion Koch 1926 em. Sissingh. 1946: Piroko rasprostranjene segetalne korovske zajednice okopavina na mezofilnim, umereno toplim staništima",7.3,5.8,4.8,5.3,5.6,0
320,Senecio vulgaris,1,1,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),3,3,4,4,3,"7,71 - Red Chenopodietalia albi R.Tx., Lohm. et Prsg. 1950: Segetalne korovske zajednice okopavanih useva, voćnjaka i vinograda",7.2,5.5,4.5,6,7.6,0.3
321,Plantago media,1,2,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,5.3,4.1,6.8,2.9,0
322,Potentilla argentea,4,5,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),1,2,1,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.6,x,2.7,4.4,1.6,0
323,? Festuca sp.,4,3,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
324,? Alopecurus sp.,4,3,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
325,Sanguisorba minor,2,2,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.4,6.1,3.4,7.4,2.5,0.1
326,Achillea millefolium agg. ,4,3,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),2,3,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.9,x,4.1,5.8,x,0.9
327,Medicago sp.,2,3,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
328,Valerianella carinata,1,2,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),2,4,3,4,4,"7,2 - Klasa Chenopodietea Br.-Bl. 1951 em. Lohm., J. et R.Tx. 1961: Nitrofilne ruderalne zajednice zapuštenih terena ili njivskih okopavina sa slabijom primenom agrotehničkih mera",7.3,x,4.1,7.6,x,0
329,Draba muralis,4,2,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),2,4,1,4,4,nema,7.1,x,3.9,7.4,4.8,0
330,Teucrium chamaedrys,4,3,C,24,"B2 - 20%, C - 60%, 30% zemlja",28.4.2023,Dolina Pčinja (Pred selo ????? iz Prokora),1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
331,Ophrys scolopax subsp. cornuta,1,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,7.8,8.4,3.2,7.4,2.5,0
332,Orchis purpurea,1,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
333,Crategus monogyna,2,4,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
334,Pyrus communis,2,4,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,4,3,3,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.1,6,5,x,x,0
335,Euphorbia cyparissias,2,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
336,Cerastium glomeratum,2,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,3,3,4,3,"7,711 - Sveza Polygono-Chenopodion Koch 1926 em. Sissingh. 1946: Piroko rasprostranjene segetalne korovske zajednice okopavina na mezofilnim, umereno toplim staništima",7.3,5.8,4.8,5.3,5.6,0
337,Crepis sp.,2,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
338,Teucrium chamaedrys,4,3,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,1,4,1,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.4,6.5,2.6,8,1.6,0
339,Chrysopogon gryllus,2,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
340,? Festuca sp.,3,3,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
341,? Carex sp.,3,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
342,Cornus sanguinea,1,2,B2,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7,x,x,7.5,4.8,0
343,Alyssum montanum (alysoides?),1,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.8,x,2.5,x,1.5,0
344,Poa bulbosa,4,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,2,3,2,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.2,6.8,2.8,5.4,2,0.6
345,Poa trivialis????,4,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,3,4,3,2,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",x,x,6.6,6,6.3,0.4
346,Lonicera implexa,1,1,B2,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,6.3,9.3,4,5.7,4,0
347,Veronica arvensis,1,2,C,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,3,3,3,3,3,"7,2 - Klasa Chenopodietea Br.-Bl. 1951 em. Lohm., J. et R.Tx. 1961: Nitrofilne ruderalne zajednice zapuštenih terena ili njivskih okopavina sa slabijom primenom agrotehničkih mera",7,5.6,4.4,5.9,5.4,0.1
348,MAHOVINE 1,0,0,C1,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
349,MAHOVINE 2,0,0,C1,25,"B2 - 30%, C - 60%, C1 - 5%, 15% zemlja",28.4.2023,Vladovce,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
350,Orchis purpurea,1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,3,4,3,3,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",5.5,6.9,4.3,8,3.2,0
351,? Festuca sp.,1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
352,Chrysopogon gryllus,2,3,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,2,3,2,4,5,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.5,x,3.8,7.3,3,0
353,Scilla lilio-hyacinthus (Syn. Ornithogalum squamosum),1,1,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,0,0,0,0,0,nema,4,8,9,9,5,0
354,Muscari neglecta,1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,0,0,0,0,0,nema,7.3,7.1,3.4,7,x,0.2
355,Potentilla argentea,1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,1,2,1,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.6,x,2.7,4.4,1.6,0
356,Trifolium pratense,1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
357,Quercus cerris,1,6,B2,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,2,3,2,4,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.4,7.6,4.4,5.7,4.6,0
358,Alyssum montanum (alysoides?),1,2,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,1,4,1,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",8.8,x,2.5,x,1.5,0
359,Fraxinus excelsior,1,1,B2,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,3,4,4,3,3,"1,132 - Sveza Fraxino-Acerion Fukarek 1969: Mezofilne šume javora i jasena ili javora i gorskog bresta, unutar pojasa bukovo-jelovih šuma",x,x,6.7,7.3,6.6,0
360,Rosa canina,1,1,B2,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,3,3,2,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7.5,x,x,7,x,0
361,Crataegus monogyna,1,1,B2,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
362,Carpinus orientalis,1,1,B2,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,2,5,1,4,4,"1,11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",4.7,7.4,4,7.5,4.5,0
363,Ranunculus millefoliatus,1,1,C,26,B2 - 80%; C - 20%; C1 - 5%; zemlja/stena 80%,28.4.2023,Vražji kamen,0,0,0,0,0,nema,8,7.2,x,7.3,3.8,0
364,Anacamptis coriophra subsp. coriophora,2,2,C,27,C-100%,25.6.2023,Čestobrodica,3,4,2,4,4,nema,7.8,x,x,5.8,2.9,0.2
365,Gymnadenia conopsea subsp. conopsea,2,2,C,27,C-100%,25.6.2023,Čestobrodica,3,4,2,3,3,nema,7.6,4.6,6.2,7.4,2.7,0
366,Filipendula ulmaria,4,5,C,27,C-100%,25.6.2023,Čestobrodica,4,3,3,3,3,"5,11 - Red Molinietalia W. Koch 1926: Subkontinentalne higrofilne livadske zajednice na močvarnom, dubokom zemljištu, izvan poplavne zone",6.9,4.9,7.9,5.8,5,0.1
367,Trifolium pratense,3,3,C,27,C-100%,25.6.2023,Čestobrodica,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.3,4.3,x,5.9,x,0.1
368,Rhinanthus rumelicus (Sub. Alectorolophus rumelicus (Rhinanthys rumelicus)),3,3,C,27,C-100%,25.6.2023,Čestobrodica,3,3,2,4,3,"5,233 - Sveza Chrysopogoni-Danthonion calycinae Kojič 1957: Livadske zajednice kserofitskog i kseromezofitskog karaktera; naročito veliki broj zajednica u brdskom regionu Srbije, u zoni klimatogene zajednice Quercetum frainetto-cerris",7,6,5.3,8,2,0
369,Bryza media,4,4,C,27,C-100%,25.6.2023,Čestobrodica,3,3,2,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.9,5,5.1,5.8,2.3,0.1
370,Alopecurus pratensis (nazvali smo ovo lisicij repak),4,4,C,27,C-100%,25.6.2023,Čestobrodica,3,3,4,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",6.9,4.7,x,5.8,x,0.4
371,Lotus corniculatus,3,2,C,27,C-100%,25.6.2023,Čestobrodica,2,4,3,4,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.3,5,x,6.6,2.5,0.4
372,Trifolium alpestre / alpinum (beli),3,3,C,27,C-100%,25.6.2023,Čestobrodica,3,3,2,3,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.1,5.8,3.4,6.6,3.2,0
373,Thymus pulegioides,4,3,C,27,C-100%,25.6.2023,Čestobrodica,2,3,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.9,5.2,3.8,x,1.7,0
374,Clinopodium vulgare,3,3,C,27,C-100%,25.6.2023,Čestobrodica,3,4,2,4,3,nema,6.9,x,4.3,6.8,3.2,0
375,Polygala vulgaris (commosa),3,3,C,27,C-100%,25.6.2023,Čestobrodica,2,3,1,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.6,4.9,x,x,2.2,0
376,Tragopogon pratensis,2,2,C,27,C-100%,25.6.2023,Čestobrodica,2,3,3,4,3,"5,14 - Red Arrhenatheretalia elatioris Pawl. 1928: Dolinske mezofilne livadske i pašnjačke zajednice na dubokom zemljištu, uglavnom bogatom hranjivim mineralnim materijama",7.5,x,4.2,6.8,x,0
377,Galium verum,3,3,C,27,C-100%,25.6.2023,Čestobrodica,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.3,x,x,6.5,2.7,0.3
378,Anacamptis morio subsp. caucasica,1,2,C,27,C-100%,25.6.2023,Čestobrodica,2,3,2,3,3,"5,21 - Red Brometalia erecti Br.Bl. 1936: Subatlantsko-submediteranske livadske zajednice, uglavnom kserofilnog karaktera",7.6,x,x,x,3.1,0.1
379,Fragaria vesca,3,2,C,27,C-100%,25.6.2023,Čestobrodica,3,3,3,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.7,x,4.9,6.8,5,0
380,Euphrasia stricta,2,2,C,27,C-100%,25.6.2023,Čestobrodica,2,3,2,3,3,"5,233 - Sveza Chrysopogoni-Danthonion calycinae Kojič 1957: Livadske zajednice kserofitskog i kseromezofitskog karaktera; naročito veliki broj zajednica u brdskom regionu Srbije, u zoni klimatogene zajednice Quercetum frainetto-cerris",8.1,5,x,5.4,2.1,0
381,Achillea millefolium agg. ,2,2,C,27,C-100%,25.6.2023,Čestobrodica,2,3,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.9,x,4.1,5.8,x,0.9
382,Muscari commosum (Syn. Leopoldi comosa),1,2,C,27,C-100%,25.6.2023,Čestobrodica,2,3,3,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.3,7.4,3.4,6.7,4.8,0
383,Plantago lanceolata,2,2,C,27,C-100%,25.6.2023,Čestobrodica,3,3,3,3,3,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.1,5.3,4.5,5.9,4.8,0.3
384,Crepis sp.,2,1,C,27,C-100%,25.6.2023,Čestobrodica,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
385,Himantoglossum calcaratum subsp. rumelicum,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,0,0,0,0,0,nema,nema,nema,nema,nema,nema,nema
386,Rosa canina,1,1,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,3,2,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",7.5,x,x,7,x,0
387,Crataegus monogyna,2,2,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,4,2,4,3,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",7,x,4.4,x,x,0
388,Quercus cerris,1,1,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,3,2,4,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.4,7.6,4.4,5.7,4.6,0
389,Fraxinus ornus,1,3,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,3,4,"1,1 - Klasa Querco-Fagetea Br.-Bl. et Vlieg. 1937: listopadne šume i šibljaci na bogatijem neutralnom, baznom ili slabo kiselom zemljištu",x,x,3.9,7.6,3.4,0
390,Viburnum lantana,1,3,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,3,4,"1.11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",7.1,6.2,4,7.9,4,0
391,Pyrus communis,1,3,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,4,3,3,4,"1,113 - Sveza Quercion frainetoo Ht. 1954: Šumkse zajednice pretežno klimatogenog karaktera (Srbije, delovi Rumunije i Bugarske), u nižem pojasu, sa izraženom kontinentalnom klimom",6.1,6,5,x,x,0
392,Syringa vulgaris,1,3,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,3,2,3,5,"1,116 - Sveza Syringo-Carpipnion orientalis Jakucs 1959: Zajednice belog graba i jorgovana; zajednice ove sveze se često javljaju u klisurama, na plitkim zemljištima, obično su reliktnog karaktera i polidominantne",6.8,6.9,4.9,6.4,4.8,0
393,Eryngium campestre,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,1,4,3,4,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",8.7,x,3,7.5,3.3,0
394,Fragaria viridis,4,3,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,3,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.8,x,3.7,7.6,3.4,0.2
395,Orlaya grandiflora,4,3,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,1,4,2,4,4,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.6,x,3.3,8.2,3.8,0
396,Vincetoxicum hirundinaria,3,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,3,3,"1.11 - Red Quercetalia pubescentis Br.-Bl. 1932: Kserotermofilne, svetle zajednice šuma, šikara i šibljaka",6.6,5.5,3.2,7,2.8,0
397,Trifolium alpestre (crveni),3,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,3,2,3,4,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.1,5.8,3.4,6.6,3.2,0
398,Stachys recta (mi smo kao Sideritis sp.),3,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,1,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br-Bl et R.Tx 1943: Kserofilne i polukserofilne livadske, livadsko-stepske i stepske bilne zajednica",7.4,5.8,2.8,8.2,2.3,0
399,Potentilla aurea,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,2,2,4,2,"4,611 - Sveza Nardion strictae Br.-Bl. 1926: Široko rasprostranjena planinske pašnjačke zajednice u kojima dominira tipac",8,2.7,4.7,3,2.3,0
400,Coronilla varia,1,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,3,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",6.9,5.9,4.2,7.8,3.2,0
401,Prunus spinosa,1,2,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,3,4,4,"1,151 - Sveza Prunioun spinosae Soo 1940: Kserotermne i heliofitne fitocenoze šibljaka, obično na obodu kserotermnih šuma, na černozemu, dosta česte u Vojvodini",7.2,x,4,6.4,x,0.1
402,Clematis vitalba,4,5,B2,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,4,3,3,3,"1,15 - Red Prunetalia spinosae R.Tx. 1952: Vegetacija šibljaka sa dominacijm vrsta roda Prunus",6.9,6.5,x,7.3,6.3,0
403,Plantago media,3,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.5,5.3,4.1,6.8,2.9,0
404,Euphorbia cyparissias,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,3,2,4,3,"5,2 - Klasa Festuco-Brometea Br.-Bl. 1936: Kserofilne polukserofilne livadske, livadsko-stepske i stespke biljne zajednice",7.8,5.5,3.3,6.4,3.3,0.1
405,Achillea millefolium agg. ,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,3,3,4,3,"5,23 - Red Festucetalia valesiacae Br.-Bl. et R.Tx. 1943: Kontinentalne, subkontinentalne i submediteranske biljne zajednice, kserotermnog karaktera",7.9,x,4.1,5.8,x,0.9
406,Helleborus odorus,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,1,2,3,4,nema,5,7.3,4.5,7,5,0
407,Geranium nodosum (/columbinum(mislili smo da je dissectum)),1,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,3,3,3,2,4,nema,4,5.7,5.5,6.5,6,0
408,Thymus serpyllum,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,1,2,1,4,3,nema,7.4,5.4,2.8,4.2,1.4,0
,Lepidium campestre,2,2,C,28,"C-70%, B2-50%",25.6.2023,Krivi Vir,2,4,3,4,3,"7,3 - Klasa Artemisietea vulgaris Lohm.,Prsg. et Tx. 1950: Ruderalna vegetacija trajnih, ekstremno nitrofilnih zajednica",7.6,6,3.8,7,5.1,0.2
409,Anacamptis palustris subsp. elegans,2,2,C,29,"C-90%, B2<1%",25.6.2023,Lukovo,0,0,0,0,0,nema,8.3,x,8.1,7.7,x,0.9
410,Beckmannia eruciformis (Visoka trava 1),4,4,C,29,"C-90%, B2<1%",25.6.2023,Lukovo,3,4,2,3,3,"6,214 - Sveza Beckmannion erucifonnis Soo 1933: Vegetacija livadskog karaktera, na vlažinim slatinama tipa solonjeca",7.3,6.5,8.3,8.3,3.3,4.8
411,Typha angustifolia (rogoz),4,4,C,29,"C-90%, B2<1%",25.6.2023,Lukovo,5,3,3,4,4,"8,411 - Sveza Phragmition communis W.Koch 1926: Sublitorlana, emerzna vegetacija trske u stajaćim i sporotekućim vodama",8.2,5.9,10,6.8,6.6,0.7
412,Dipsacus laciniatus,3,2,C,29,"C-90%, B2<1%",25.6.2023,Lukovo,3,4,4,4,5,"5,1 - Klasa Molinio-Arrhenatheretea R.Tx. 1937: Higro-mezofilne livadske zajednice",7.6,6.9,6.3,7,5.4,0.2
413,Galium palustre (beli),4,2,C,29,"C-90%, B2<1%",25.6.2023,Lukovo,5,3,2,3,3,"8,41 - Red Phragmitetalia W. Koch 1926: Tršćaci i vegetacija visokih oštrica u obalnom pojasu eutrofnih, nizijskih stajaćih i sporotekućih voda",6.7,5.1,8.9,5.2,4.3,0.2
